Day,Colony,Treatment,Tub,Extension,Color
9,23,High,1,0,80
9,24,High,1,0,100
9,29,High,1,40,80
9,32,High,1,40,100
9,33,High,1,0,0
9,34,High,1,0,100
9,4,High,2,20,100
9,7,High,2,20,60
9,10,High,2,80,60
9,14,High,2,20,40
9,19,High,2,0,100
9,22,High,2,20,80
9,25,High,2,20,80
9,26,High,2,20,60
9,27,High,2,0,100
9,28,High,2,0,80
9,31,High,2,60,80
9,46,High,2,0,100
9,48,High,2,0,80
9,50,High,2,40,60
9,52,High,2,0,80
9,54,High,2,0,100
9,58,High,2,40,80
9,60,High,2,100,40
9,3,High,3,20,100
9,6,High,3,0,80
9,8,High,3,20,60
9,9,High,3,60,80
9,11,High,3,0,80
9,12,High,3,80,80
9,13,High,3,0,100
9,15,High,3,20,80
9,16,High,3,20,80
9,18,High,3,80,100
9,21,High,3,0,100
9,30,High,3,0,100
9,35,High,3,0,100
9,44,High,3,0,20
9,56,High,3,0,100
10,4,Ambient,1,0,80
10,6,Ambient,1,0,80
10,7,Ambient,1,0,80
10,10,Ambient,1,80,80
10,11,Ambient,1,0,80
10,16,Ambient,1,0,80
10,17,Ambient,1,0,100
10,22,Ambient,1,0,80
10,23,Ambient,1,0,40
10,25,Ambient,1,20,100
10,34,Ambient,1,0,100
10,35,Ambient,1,60,80
10,49,Ambient,1,20,100
10,57,Ambient,1,0,80
10,3,Ambient,2,80,80
10,8,Ambient,2,0,80
10,9,Ambient,2,80,80
10,13,Ambient,2,80,100
10,14,Ambient,2,60,100
10,15,Ambient,2,20,80
10,18,Ambient,2,40,100
10,20,Ambient,2,40,60
10,24,Ambient,2,40,100
10,31,Ambient,2,60,60
10,32,Ambient,2,80,100
10,47,Ambient,2,60,60
10,53,Ambient,2,40,80
10,59,Ambient,2,100,80
10,1,Ambient,3,60,80
10,2,Ambient,3,100,60
10,5,Ambient,3,100,60
10,12,Ambient,3,80,60
10,19,Ambient,3,0,80
10,21,Ambient,3,40,100
10,26,Ambient,3,60,80
10,27,Ambient,3,20,100
10,28,Ambient,3,60,60
10,29,Ambient,3,80,80
10,30,Ambient,3,0,80
10,33,Ambient,3,80,0
10,51,Ambient,3,80,60
10,55,Ambient,3,80,80
10,1,High,1,0,80
10,2,High,1,0,60
10,5,High,1,20,80
10,17,High,1,0,100
10,20,High,1,0,80
10,23,High,1,0,80
10,24,High,1,0,100
10,29,High,1,20,80
10,32,High,1,60,80
10,33,High,1,0,0
10,34,High,1,0,100
10,4,High,2,20,100
10,7,High,2,20,80
10,10,High,2,80,80
10,14,High,2,0,60
10,19,High,2,0,100
10,22,High,2,20,80
10,25,High,2,20,80
10,26,High,2,20,80
10,27,High,2,0,100
10,28,High,2,0,80
10,31,High,2,40,80
10,46,High,2,0,100
10,48,High,2,40,80
10,50,High,2,40,80
10,52,High,2,0,60
10,54,High,2,0,100
10,58,High,2,20,80
10,60,High,2,100,60
10,3,High,3,0,100
10,6,High,3,20,60
10,8,High,3,80,60
10,9,High,3,0,80
10,11,High,3,20,80
10,12,High,3,60,40
10,13,High,3,0,100
10,15,High,3,80,80
10,16,High,3,20,80
10,18,High,3,80,80
10,21,High,3,0,100
10,30,High,3,0,100
10,35,High,3,20,100
10,44,High,3,0,20
10,56,High,3,0,100
11,4,Ambient,1,20,80
11,6,Ambient,1,0,80
11,7,Ambient,1,40,60
11,10,Ambient,1,20,80
11,11,Ambient,1,0,80
11,16,Ambient,1,0,80
11,17,Ambient,1,0,80
11,22,Ambient,1,0,80
11,23,Ambient,1,0,60
11,25,Ambient,1,0,100
11,34,Ambient,1,0,100
11,35,Ambient,1,20,80
11,49,Ambient,1,0,100
11,57,Ambient,1,20,100
11,3,Ambient,2,20,100
11,8,Ambient,2,0,80
11,9,Ambient,2,0,80
11,13,Ambient,2,0,100
11,14,Ambient,2,20,100
11,15,Ambient,2,0,80
11,18,Ambient,2,0,100
11,20,Ambient,2,0,80
11,24,Ambient,2,0,100
11,31,Ambient,2,0,60
11,32,Ambient,2,0,100
11,47,Ambient,2,0,40
11,53,Ambient,2,0,80
11,59,Ambient,2,80,80
11,1,Ambient,3,0,80
11,2,Ambient,3,0,80
11,5,Ambient,3,20,80
11,12,Ambient,3,60,60
11,19,Ambient,3,0,100
11,21,Ambient,3,0,100
11,26,Ambient,3,0,100
11,27,Ambient,3,0,100
11,28,Ambient,3,20,60
11,29,Ambient,3,0,100
11,30,Ambient,3,0,40
11,33,Ambient,3,0,0
11,51,Ambient,3,40,60
11,55,Ambient,3,20,80
11,1,High,1,0,80
11,2,High,1,0,40
11,5,High,1,0,80
11,17,High,1,0,100
11,20,High,1,0,60
11,23,High,1,0,60
11,24,High,1,0,100
11,29,High,1,0,100
11,32,High,1,20,80
11,33,High,1,0,0
11,34,High,1,0,100
11,4,High,2,0,100
11,7,High,2,60,60
11,10,High,2,40,80
11,14,High,2,0,60
11,19,High,2,0,100
11,22,High,2,0,80
11,25,High,2,0,80
11,26,High,2,20,80
11,27,High,2,0,100
11,28,High,2,0,80
11,31,High,2,0,60
11,46,High,2,0,100
11,48,High,2,0,80
11,50,High,2,0,80
11,52,High,2,0,80
11,54,High,2,0,100
11,58,High,2,0,100
11,60,High,2,0,80
11,3,High,3,0,100
11,6,High,3,0,80
11,8,High,3,0,60
11,9,High,3,0,80
11,11,High,3,0,80
11,12,High,3,60,60
11,13,High,3,0,100
11,15,High,3,0,80
11,16,High,3,0,80
11,18,High,3,0,100
11,21,High,3,0,100
11,30,High,3,0,100
11,35,High,3,0,100
11,44,High,3,0,40
11,56,High,3,0,100
12,4,Ambient,1,0,60
12,6,Ambient,1,0,80
12,7,Ambient,1,20,80
12,10,Ambient,1,20,80
12,11,Ambient,1,0,80
12,16,Ambient,1,0,80
12,17,Ambient,1,0,80
12,22,Ambient,1,0,100
12,23,Ambient,1,0,40
12,25,Ambient,1,0,100
12,34,Ambient,1,20,100
12,35,Ambient,1,0,100
12,49,Ambient,1,0,100
12,57,Ambient,1,20,100
12,3,Ambient,2,0,100
12,8,Ambient,2,20,80
12,9,Ambient,2,0,100
12,13,Ambient,2,0,100
12,14,Ambient,2,0,100
12,15,Ambient,2,0,80
12,18,Ambient,2,20,100
12,20,Ambient,2,40,80
12,24,Ambient,2,40,100
12,31,Ambient,2,20,80
12,32,Ambient,2,0,100
12,47,Ambient,2,0,60
12,53,Ambient,2,0,80
12,59,Ambient,2,40,100
12,1,Ambient,3,0,100
12,2,Ambient,3,0,80
12,5,Ambient,3,0,80
12,12,Ambient,3,60,60
12,19,Ambient,3,0,100
12,21,Ambient,3,0,100
12,26,Ambient,3,0,100
12,27,Ambient,3,0,100
12,28,Ambient,3,0,80
12,29,Ambient,3,0,100
12,30,Ambient,3,0,100
12,33,Ambient,3,0,0
12,51,Ambient,3,20,60
12,55,Ambient,3,0,80
12,1,High,1,0,80
12,2,High,1,0,60
12,5,High,1,20,80
12,17,High,1,0,100
12,20,High,1,0,60
12,23,High,1,20,80
12,24,High,1,0,100
12,29,High,1,40,80
12,32,High,1,20,100
12,33,High,1,0,0
12,34,High,1,0,100
12,4,High,2,20,100
12,7,High,2,60,60
12,10,High,2,20,80
12,14,High,2,0,40
12,19,High,2,20,80
12,22,High,2,0,100
12,25,High,2,40,80
12,26,High,2,0,100
12,27,High,2,0,100
12,28,High,2,0,80
12,31,High,2,20,60
12,46,High,2,0,80
12,48,High,2,0,80
12,50,High,2,0,80
12,52,High,2,0,60
12,54,High,2,0,100
12,58,High,2,0,100
12,60,High,2,40,80
12,3,High,3,0,80
12,6,High,3,0,80
12,8,High,3,0,60
12,9,High,3,20,100
12,11,High,3,20,80
12,12,High,3,100,40
12,13,High,3,0,100
12,15,High,3,20,80
12,16,High,3,0,80
12,18,High,3,0,100
12,21,High,3,0,100
12,30,High,3,0,100
12,35,High,3,0,100
12,44,High,3,0,20
12,56,High,3,0,80
13,4,Ambient,1,0,80
13,6,Ambient,1,0,80
13,7,Ambient,1,0,60
13,10,Ambient,1,20,80
13,11,Ambient,1,0,80
13,16,Ambient,1,0,80
13,17,Ambient,1,20,100
13,22,Ambient,1,0,80
13,23,Ambient,1,0,100
13,25,Ambient,1,0,100
13,34,Ambient,1,20,100
13,35,Ambient,1,0,80
13,49,Ambient,1,0,100
13,57,Ambient,1,0,100
13,3,Ambient,2,20,80
13,8,Ambient,2,0,80
13,9,Ambient,2,20,80
13,13,Ambient,2,20,100
13,14,Ambient,2,0,100
13,15,Ambient,2,20,80
13,18,Ambient,2,0,100
13,20,Ambient,2,40,80
13,24,Ambient,2,0,100
13,31,Ambient,2,0,80
13,32,Ambient,2,20,100
13,47,Ambient,2,0,60
13,53,Ambient,2,20,60
13,59,Ambient,2,0,100
13,1,Ambient,3,0,100
13,2,Ambient,3,0,80
13,5,Ambient,3,0,80
13,12,Ambient,3,20,60
13,19,Ambient,3,0,100
13,21,Ambient,3,0,100
13,26,Ambient,3,0,100
13,27,Ambient,3,0,100
13,28,Ambient,3,0,80
13,29,Ambient,3,0,100
13,30,Ambient,3,0,80
13,33,Ambient,3,20,0
13,51,Ambient,3,0,80
13,55,Ambient,3,0,80
13,1,High,1,0,20
13,2,High,1,0,40
13,5,High,1,0,60
13,17,High,1,0,100
13,20,High,1,0,40
13,23,High,1,0,40
13,24,High,1,0,100
13,29,High,1,0,100
13,32,High,1,0,80
13,33,High,1,0,0
13,34,High,1,0,80
13,4,High,2,20,100
13,7,High,2,20,60
13,10,High,2,0,80
13,14,High,2,0,20
13,19,High,2,0,100
13,22,High,2,0,100
13,25,High,2,0,80
13,26,High,2,0,100
13,27,High,2,0,100
13,28,High,2,0,80
13,31,High,2,0,60
13,46,High,2,0,100
13,48,High,2,0,100
13,50,High,2,0,80
13,52,High,2,0,60
13,54,High,2,0,80
13,58,High,2,0,100
13,60,High,2,0,80
13,3,High,3,0,80
13,6,High,3,0,80
13,8,High,3,0,80
13,9,High,3,0,100
13,11,High,3,20,60
13,12,High,3,0,20
13,13,High,3,0,100
13,15,High,3,0,80
13,16,High,3,0,60
13,18,High,3,20,100
13,21,High,3,0,60
13,30,High,3,0,80
13,35,High,3,0,100
13,44,High,3,0,20
13,56,High,3,0,100
14,4,Ambient,1,0,100
14,6,Ambient,1,0,80
14,7,Ambient,1,0,60
14,10,Ambient,1,20,80
14,11,Ambient,1,0,80
14,16,Ambient,1,0,80
14,17,Ambient,1,0,100
14,22,Ambient,1,0,100
14,23,Ambient,1,0,100
14,25,Ambient,1,0,80
14,34,Ambient,1,0,100
14,35,Ambient,1,0,100
14,49,Ambient,1,0,100
14,57,Ambient,1,0,100
14,3,Ambient,2,0,80
14,8,Ambient,2,0,80
14,9,Ambient,2,0,80
14,13,Ambient,2,20,100
14,14,Ambient,2,0,100
14,15,Ambient,2,0,80
14,18,Ambient,2,20,100
14,20,Ambient,2,0,80
14,24,Ambient,2,0,100
14,31,Ambient,2,0,60
14,32,Ambient,2,20,100
14,47,Ambient,2,0,40
14,53,Ambient,2,0,80
14,59,Ambient,2,0,100
14,1,Ambient,3,0,100
14,2,Ambient,3,0,80
14,5,Ambient,3,40,80
14,12,Ambient,3,40,60
14,19,Ambient,3,0,100
14,21,Ambient,3,0,100
14,26,Ambient,3,0,100
14,27,Ambient,3,0,100
14,28,Ambient,3,0,80
14,29,Ambient,3,0,100
14,30,Ambient,3,0,80
14,33,Ambient,3,0,0
14,51,Ambient,3,0,80
14,55,Ambient,3,0,80
14,1,High,1,0,0
14,2,High,1,0,20
14,5,High,1,0,60
14,17,High,1,0,100
14,20,High,1,0,40
14,23,High,1,0,40
14,24,High,1,0,100
14,29,High,1,0,80
14,32,High,1,20,80
14,33,High,1,0,0
14,34,High,1,0,60
14,4,High,2,0,100
14,7,High,2,0,60
14,10,High,2,0,60
14,14,High,2,0,40
14,19,High,2,0,100
14,22,High,2,0,100
14,25,High,2,0,80
14,26,High,2,0,100
14,27,High,2,0,80
14,28,High,2,0,80
14,31,High,2,0,60
14,46,High,2,0,100
14,48,High,2,0,80
14,50,High,2,0,80
14,52,High,2,0,40
14,54,High,2,0,80
14,58,High,2,0,100
14,60,High,2,0,60
14,3,High,3,0,80
14,6,High,3,0,60
14,8,High,3,0,60
14,9,High,3,0,80
14,11,High,3,0,60
14,12,High,3,0,20
14,13,High,3,0,80
14,15,High,3,0,60
14,16,High,3,0,80
14,18,High,3,0,80
14,21,High,3,0,60
14,30,High,3,0,80
14,35,High,3,0,100
14,44,High,3,0,20
14,56,High,3,0,100
15,4,Ambient,1,0,100
15,6,Ambient,1,0,80
15,7,Ambient,1,20,60
15,10,Ambient,1,20,80
15,11,Ambient,1,40,80
15,16,Ambient,1,20,80
15,17,Ambient,1,0,100
15,22,Ambient,1,0,80
15,23,Ambient,1,0,80
15,25,Ambient,1,0,100
15,34,Ambient,1,0,100
15,35,Ambient,1,0,100
15,49,Ambient,1,0,100
15,57,Ambient,1,0,100
15,3,Ambient,2,20,80
15,8,Ambient,2,0,80
15,9,Ambient,2,0,100
15,13,Ambient,2,0,100
15,14,Ambient,2,0,100
15,15,Ambient,2,20,80
15,18,Ambient,2,0,100
15,20,Ambient,2,20,80
15,24,Ambient,2,0,100
15,31,Ambient,2,0,60
15,32,Ambient,2,0,100
15,47,Ambient,2,0,60
15,53,Ambient,2,0,80
15,59,Ambient,2,0,100
15,1,Ambient,3,0,100
15,2,Ambient,3,0,80
15,5,Ambient,3,0,80
15,12,Ambient,3,20,60
15,19,Ambient,3,0,100
15,21,Ambient,3,20,100
15,26,Ambient,3,20,100
15,27,Ambient,3,0,100
15,28,Ambient,3,0,60
15,29,Ambient,3,0,100
15,30,Ambient,3,0,80
15,33,Ambient,3,0,0
15,51,Ambient,3,0,60
15,55,Ambient,3,0,80
15,1,High,1,0,20
15,2,High,1,0,20
15,5,High,1,0,60
15,17,High,1,0,80
15,20,High,1,0,20
15,23,High,1,0,40
15,24,High,1,0,100
15,29,High,1,0,80
15,32,High,1,0,100
15,33,High,1,0,0
15,34,High,1,0,40
15,4,High,2,0,100
15,7,High,2,0,60
15,10,High,2,0,60
15,14,High,2,0,40
15,19,High,2,0,100
15,22,High,2,0,100
15,25,High,2,0,80
15,26,High,2,0,100
15,27,High,2,0,80
15,28,High,2,0,80
15,31,High,2,0,80
15,46,High,2,0,80
15,48,High,2,0,100
15,50,High,2,0,60
15,52,High,2,0,40
15,54,High,2,0,80
15,58,High,2,0,100
15,60,High,2,0,60
15,3,High,3,0,80
15,6,High,3,0,80
15,8,High,3,0,60
15,9,High,3,0,80
15,11,High,3,0,80
15,12,High,3,0,40
15,13,High,3,0,60
15,15,High,3,0,60
15,16,High,3,0,80
15,18,High,3,0,80
15,21,High,3,0,80
15,30,High,3,0,60
15,35,High,3,0,100
15,44,High,3,0,20
15,56,High,3,0,100
16,4,Ambient,1,0,80
16,6,Ambient,1,0,60
16,7,Ambient,1,0,60
16,10,Ambient,1,40,80
16,11,Ambient,1,0,80
16,16,Ambient,1,0,80
16,17,Ambient,1,0,100
16,22,Ambient,1,0,80
16,23,Ambient,1,0,80
16,25,Ambient,1,20,100
16,34,Ambient,1,0,100
16,35,Ambient,1,0,100
16,49,Ambient,1,0,100
16,57,Ambient,1,0,100
16,3,Ambient,2,0,80
16,8,Ambient,2,0,80
16,9,Ambient,2,0,80
16,13,Ambient,2,0,100
16,14,Ambient,2,0,100
16,15,Ambient,2,20,80
16,18,Ambient,2,0,100
16,20,Ambient,2,0,80
16,24,Ambient,2,0,100
16,31,Ambient,2,0,60
16,32,Ambient,2,20,100
16,47,Ambient,2,0,40
16,53,Ambient,2,0,60
16,59,Ambient,2,0,100
16,1,Ambient,3,0,100
16,2,Ambient,3,0,80
16,5,Ambient,3,20,80
16,12,Ambient,3,0,60
16,19,Ambient,3,0,100
16,21,Ambient,3,0,100
16,26,Ambient,3,0,100
16,27,Ambient,3,0,100
16,28,Ambient,3,0,80
16,29,Ambient,3,0,100
16,30,Ambient,3,20,100
16,33,Ambient,3,0,0
16,51,Ambient,3,0,100
16,55,Ambient,3,0,80
16,1,High,1,0,20
16,2,High,1,0,40
16,5,High,1,0,80
16,17,High,1,0,100
16,20,High,1,0,40
16,23,High,1,0,60
16,24,High,1,0,100
16,29,High,1,0,80
16,32,High,1,0,100
16,33,High,1,0,0
16,34,High,1,0,60
16,4,High,2,0,100
16,7,High,2,0,80
16,10,High,2,0,60
16,14,High,2,0,40
16,19,High,2,0,100
16,22,High,2,0,100
16,25,High,2,0,60
16,26,High,2,0,100
16,27,High,2,0,80
16,28,High,2,0,60
16,31,High,2,0,60
16,46,High,2,0,80
16,48,High,2,0,80
16,50,High,2,0,80
16,52,High,2,0,40
16,54,High,2,0,80
16,58,High,2,0,80
16,60,High,2,0,60
16,3,High,3,0,80
16,6,High,3,0,80
16,8,High,3,0,80
16,9,High,3,0,100
16,11,High,3,0,60
16,12,High,3,0,20
16,13,High,3,0,100
16,15,High,3,0,60
16,16,High,3,0,80
16,18,High,3,0,80
16,21,High,3,0,20
16,30,High,3,0,40
16,35,High,3,0,60
16,44,High,3,0,20
16,56,High,3,0,100
17,4,Ambient,1,0,80
17,6,Ambient,1,20,80
17,7,Ambient,1,20,80
17,10,Ambient,1,20,80
17,11,Ambient,1,0,80
17,16,Ambient,1,0,80
17,17,Ambient,1,0,100
17,22,Ambient,1,0,100
17,23,Ambient,1,20,60
17,25,Ambient,1,0,100
17,34,Ambient,1,0,80
17,35,Ambient,1,0,100
17,49,Ambient,1,0,100
17,57,Ambient,1,0,100
17,3,Ambient,2,0,80
17,8,Ambient,2,20,80
17,9,Ambient,2,0,80
17,13,Ambient,2,40,100
17,14,Ambient,2,20,100
17,15,Ambient,2,20,100
17,18,Ambient,2,20,100
17,20,Ambient,2,20,80
17,24,Ambient,2,0,100
17,31,Ambient,2,20,60
17,32,Ambient,2,60,100
17,47,Ambient,2,0,60
17,53,Ambient,2,40,60
17,59,Ambient,2,0,100
17,1,Ambient,3,0,100
17,2,Ambient,3,0,80
17,5,Ambient,3,40,80
17,12,Ambient,3,20,60
17,19,Ambient,3,0,100
17,21,Ambient,3,80,100
17,26,Ambient,3,20,80
17,27,Ambient,3,20,100
17,28,Ambient,3,20,80
17,29,Ambient,3,0,100
17,30,Ambient,3,20,20
17,33,Ambient,3,20,0
17,51,Ambient,3,20,60
17,55,Ambient,3,0,80
17,1,High,1,0,20
17,2,High,1,0,20
17,5,High,1,0,60
17,17,High,1,0,60
17,20,High,1,0,40
17,23,High,1,0,20
17,24,High,1,0,100
17,29,High,1,0,80
17,32,High,1,0,80
17,33,High,1,0,0
17,34,High,1,0,60
17,4,High,2,0,100
17,7,High,2,0,80
17,10,High,2,0,60
17,14,High,2,0,40
17,19,High,2,0,100
17,22,High,2,0,100
17,25,High,2,0,40
17,26,High,2,0,80
17,27,High,2,0,80
17,28,High,2,0,80
17,31,High,2,0,60
17,46,High,2,0,100
17,48,High,2,0,80
17,50,High,2,0,80
17,52,High,2,0,60
17,54,High,2,0,80
17,58,High,2,0,80
17,60,High,2,0,80
17,3,High,3,0,80
17,6,High,3,0,80
17,8,High,3,0,80
17,9,High,3,0,100
17,11,High,3,0,60
17,12,High,3,0,40
17,13,High,3,0,100
17,15,High,3,0,80
17,16,High,3,0,80
17,18,High,3,0,80
17,21,High,3,0,100
17,30,High,3,0,80
17,35,High,3,0,40
17,44,High,3,0,0
17,56,High,3,0,100